username,location,text,tweet_date,hashtags_extracted
Save Gomata,,"@AnujGirg @Bhargavblaze @PM_Bharat_ @GallivanterSoul @hemantrajora_ As such secular ppl r ready for Vaccine from Chimpanzee's poop,but they hv problem with Cow pathy/Panchgavya Ayurved @subhash_kak @madhukishwar
@swati_gs @IMinakshiJoshi
@rahuldev2 @sankrant
How 'chimpanzee poop' is helping prevent Covid-19 (5Apr2021)

https://t.co/kpp36z2DJt",2021-05-18 09:52:14,
New Scientist,Worldwide,"Today’s #COVID19 headlines:

The Pfizer/BioNTech covid-19 vaccine can be stored at fridge temperature for up to a month, the European Medicines Agency has said, rather than just five days as previously recommended. https://t.co/bqAqqDDAWZ",2021-05-18 09:49:38,covid19
HM Government North,"Leeds, England","If you’re aged 36 or over, or if you turn 36 before 1 July 2021, you can now book your #COVID19 vaccine.

More info here ➡️ https://t.co/XTk9rcDCle https://t.co/8rOtY8kfsY",2021-05-18 09:47:38,covid19
Bar & Bench,"Del, Blr, Mum, Chennai","Delhi High Court imposes Rs. 10,000 costs on petitioner who sought details of foreign COVID-19 vaccine manufacturers

report by @aditi2118

#DelhiHighCourt #CovidVaccine
 https://t.co/p09NxOF5Rm",2021-05-18 09:47:06,"delhihighcourt,covidvaccine"
sally garland,"Torquay, UK",Covid &amp; breastfeeding.. anyone out there breastfeeding who has had Covid jab ? Asking for my daughter.. #breastfeeding #COVID19 #vaccine #BreastfeedingMom,2021-05-18 09:45:46,"breastfeeding,covid19,vaccine,breastfeedingmom"
PSD Stella,St. John’s,"So excited to hear @HCS_GovNL  announce ANYONE 12+ in NL can get the #Covid19 vaccine. 

Let’s do this NL, click here 👉🏻 https://t.co/QhlzLyESY9 &amp; book your shot NOW! #TogetherWeCan #ThisIsOurShotCA 💉 #JustGetItNL @thisisourshotca @Johnrockdoc @CMOH_NL 
🐾Stella https://t.co/ZAmFrhGnXC",2021-05-18 09:45:45,"covid19,togetherwecan,thisisourshotca,justgetitnl"
POST Online Media,World,WHO: Speed up COVID-19 vaccine donation https://t.co/OFqgZMKTZw #Health https://t.co/eQQT8822Zi #news #explore #follow 641,2021-05-18 09:45:07,"health,news,explore,follow"
POST Online Media,World,CHMP recommends more flexible storage conditions for BioNTech/Pfizer COVID-19 vaccine https://t.co/dmSMlrg43k #Health https://t.co/eQQT8822Zi #news #explore #follow 86,2021-05-18 09:45:06,"health,news,explore,follow"
Radio Poland,"Warsaw, Poland","➡ A total of 16,043,547 #COVID-19 #vaccine shots have been administered in #Poland so far, including 142,117 over the last 24 hours, officials announced on Tuesday.
https://t.co/u61Njen3Qn",2021-05-18 09:42:28,"covid,vaccine,poland"
David Bogie 📷🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Cardenden, Scotland","Envelope through the door. I got all excited, then seen it's for my wife, not me.
Different kind of excitement as my wife will be safe from COVID thanks to all the staff at @NHSScotland 
Keep up the great work guys.
Hope to see you soon.
@nhsfife #COVID19 #vaccine #GetVaccinated https://t.co/9GWf1DyKK0",2021-05-18 09:38:00,"covid19,vaccine,getvaccinated"
TheMalaysianReserve,Malaysia,"Medicago, GSK report positive Covid vaccine trial 

Read more: https://t.co/nfxuBzgYb2 

#TMRWorld #COVID19 #Vaccine #Medicago #GSK",2021-05-18 09:36:45,"tmrworld,covid19,vaccine,medicago,gsk"
www.THEPIGEONEXPRESS.com,,"Pfizer Covid-19 vaccine can now be stored at fridge temperature for 30 days, European drug regulator says #Pfizer #PfizerVaccine #BioNTech #Europe #EU #EMA #Coronavirus #COVID #COVID19 #Covid_19 https://t.co/VXSz7BkkuT",2021-05-18 09:35:00,"pfizer,pfizervaccine,biontech,europe,eu,ema,coronavirus,covid,covid19,covid_19"
XGLOBAL Markets,Limassol,"THE JOHNSON &amp; JOHNSON COVID VACCINE APPROVAL IN THE UK IS NEARLY READY. $JNJ

#XglobalMarkets #vaccine #johnsonandjohnson #COVID19",2021-05-18 09:34:07,"xglobalmarkets,vaccine,johnsonandjohnson,covid19"
Roshan Jha,"Uttam Nagar, New Delhi","Worlds AIDS Vaccine Day is observed every year on 18 May. This day marks the efforts of thousands of researchers, scientists, who have contributed in finding the safe medicine.
Hope the concerned team will help again to fight with #COVID19 😬
#COVID
#COVIDEmergency",2021-05-18 09:33:29,"covid19,covid,covidemergency"
Dr.Arvind Kumar,"New Delhi, India","It is very important to follow Covid-19 appropriate behavior to avoid spread of the diseases. 
This would definitely keep you and your family safe and healthy. 
Watch this video to know more.👆
.

#covid #covid19 #healthcare #vaccination #vaccine #oxygen #drarvind #healthcare https://t.co/JAa0pvPPfx",2021-05-18 09:33:10,"covid,covid19,healthcare,vaccination,vaccine,oxygen,drarvind,healthcare"
Epidemiology Publishers Feed,Look here 👉,"COVID-19 vaccine boosters 'likely' needed for immunosuppressed population

More medical news at https://t.co/HFclW5krA3
#Epidemiology #MedTwitter #MedEd
https://t.co/korhVPuP3b",2021-05-18 09:32:33,"epidemiology,medtwitter,meded"
Jagran English,"New Delhi, India","COVID-19 Vaccination: Apps, websites to notify you about COVID-19 vaccine slot availability online

#COVID19Vaccination #Vaccination 

https://t.co/lR401gD61X",2021-05-18 09:30:00,"covid19vaccination,vaccination"
reportr,,"Herd immunity before Christmas this year?

#COVID19 vaccine czar Sec. Carlito Galvez Jr. says it's possible.

READ:https://t.co/el01g7qq4p https://t.co/08uf0qK24c",2021-05-18 09:30:00,covid19
Koa Whittingham,"Brisbane, Australia",If Ken catches COVID-19 it will be 'catastrophic'. But his mum and dad got the vaccine befo… #covid  https://t.co/slTNUgL7nB,2021-05-18 09:29:53,covid
rhea go 王清清,Philippines,"We are not doing the vaccine as of now
Because mas nakakatakot makihalubilo sa mga tao kasi d mo alam sino carrier

We all know vaccines cannot cure
But, Vaccines can boost or help... 
Hope everyone is safe and healthy... 🙏
#covid #covid19ph #COVID19

  https://t.co/6jzC7NyaAn",2021-05-18 09:26:59,"covid,covid19ph,covid19"
BiopharmaAsia,,#Sanofi and #GSK COVID-19 vaccine candidate demonstrates strong immune responses across all adult age groups in Phase 2 trial #Covid19 - https://t.co/TygUxPoHNk,2021-05-18 09:26:05,"sanofi,gsk,covid19"
Brian Ó hEoghanáin (Brian Honan) #BLM He/Him,"Dublin, Ireland","Just got my first dose of the Covid-19 vaccine. 

Very impressed with the operation at Citywest

Well done to @HSELive @defenceforces and all the volunteers

#GetVaccinated #COVID19Vaccine #COVID19",2021-05-18 09:25:19,"getvaccinated,covid19vaccine,covid19"
New Zealand Labour,New Zealand,"#VACCINEUPDATE: We've hit a significant milestone in our vaccine rollout, with 5,358 vaccinators completing the specialised training to administer the Pfizer/BioNtech vaccine.

Read more here: https://t.co/GjEFMyikDb https://t.co/eNC3KSsAiO",2021-05-18 09:24:50,vaccineupdate
Embassy of Georgia in NL,The Hague,"PM #Garibashvili: ‘#Georgia🇬🇪 will import an additional 1 mln doses of #Pfizer #vaccine in summer’

#SouthCaucasus #BlackSea #COVID19 #Covid_19 #PfizerVaccine 

https://t.co/wFCEHzMFTx",2021-05-18 09:24:20,"garibashvili,georgia,pfizer,vaccine,southcaucasus,blacksea,covid19,covid_19,pfizervaccine"
Adess Singh,,"@DrZoeHyde 
The real pandemic is the deficiency  of vitamin D...n corona rides piggyback on it.
Covid 19 can be stoped in its track To do damage it needs an accomplice
#COVID19 #vaccine
THE PROOF
Medical literature and biochemical pathways are in the link.
https://t.co/ePTbbNzxta",2021-05-18 09:22:37,"covid19,vaccine"
BiopharmaAsia,,New Supply Agreement Announced by #Moderna with Australia for 25 Million Doses of its COVID-19 #Vaccine #Covid19 - https://t.co/k2WpTiOeP7,2021-05-18 09:20:45,"moderna,vaccine,covid19"
New Straits Times,Malaysia,"#NSTnation Chief Minister Chow Kon Yeow said the vaccine donation would be beneficial to the people of Penang and expedite the National Covid-19 Immunisation Programme (NIP) to achieve herd immunity.

#Donation #Vaccines #NIP #Covid19 #Vaccination 

https://t.co/PQZ0oh1Vzo",2021-05-18 09:20:37,"nstnation,donation,vaccines,nip,covid19,vaccination"
The CI Network,Vancouver Island,"#COVID19 #vaccine rumours &amp; conspiracy theories (24 languages, 52 countries): Ideas for cognitive inoculation vs. misinformation
https://t.co/Khqg4XILF2 #TheCI #saifsociologist https://t.co/7cRUItjTgf",2021-05-18 09:20:11,"covid19,vaccine,theci,saifsociologist"
Xplore the World,All over the World,"We have filmed four projects in #TrinidadandTobago .  The country is currently in a #stateofemergency due to a third wave of #COVID19.
 https://t.co/ijndzxjcH0

#Brazilvariant #film #documentary #pandemic #vaccine #flu #lung #breathing #safety #health #WestIndies #Caribbean",2021-05-18 09:19:15,"trinidadandtobago,stateofemergency,covid19,brazilvariant,film,documentary,pandemic,vaccine,flu,lung,breathing,safety,health,westindies,caribbean"
Alice,,@thismorning @hollywills what is the point in vaccine passports and travellers not having to quarantine when they can still carry Covid. My team have had their vaccines and have tested positive on two occasions #vaccine #VaccinePassport #COVID19,2021-05-18 09:17:29,"vaccine,vaccinepassport,covid19"
Business Today,India,"#COVID19India | These #vaccine makers are India's hope against Covid-19

#BharatBiotech #zyduscadila #SerumInstituteofIndia #COVID19 
https://t.co/zP6JCbQrJt https://t.co/5sR31ndPZd",2021-05-18 09:16:34,"covid19india,vaccine,bharatbiotech,zyduscadila,seruminstituteofindia,covid19"
FTD Limited,British Virgin Islands ,"USA will Share 80 Million Doses of Covid-19 Vaccine; Unemployment is Under Expectation in the U.K.; Sharp Drop in Tesla Stock.
#tesla #COVID19 #vaccine #Pfizer #marketnews #dailyupdates
https://t.co/RrwxrjFtUX",2021-05-18 09:16:09,"tesla,covid19,vaccine,pfizer,marketnews,dailyupdates"
Crikey,Australia,"The number of Australians joining anti-vaccine Facebook groups filled with COVID-19 misinformation and conspiracy theories has exploded in the past year, writes @cameronwilson #covidconspiracy #covid19 
https://t.co/ybJHEMuqQw",2021-05-18 09:15:01,"covidconspiracy,covid19"
NBT WORLD News,"Bangkok, Thailand","The AstraZeneca COVID-19 vaccine is currently being administered to the elderly in Thailand, and no adverse reactions were reported in most recipients. A large batch of the AstraZeneca vaccine will be available for young adults.

Read more: https://t.co/x7NOCYHXOJ

#COVID19 https://t.co/i7vECwFxZq",2021-05-18 09:14:44,covid19
pharmaphorum,"London, England",".@Medicago's plant-derived #covid19 vaccine generates robust immune response data in phase 2, helped by @GSKs pandemic adjuvant; phase 3 results due in ""early summer"" #pharma https://t.co/mFb19umG9o",2021-05-18 09:13:45,"covid19,pharma"
dr. anshu shekhar,,Lage raho India! #COVID19 vaccine doses administered https://t.co/bV0cirmUHq,2021-05-18 09:13:26,covid19
#HelpAndKindness,"Dorchester, England","RT:  @HealthyDorset Great news, if you're aged 36 or over, you can now book your #COVID19 vaccine!🌟  To book your vaccination, visit: https://t.co/mRG6udpIfB https://t.co/F7tMGfzZKL",2021-05-18 09:12:27,covid19
notorious Deep 🇮🇳,"New Delhi, India","The main #Protocol of #government at this time should be to #counter this #epidemic with all its #Resources.  #development at this time should mean that we only have to #save #people's #lives 
#COVID19 #Covid19IndiaHelp #Covid #coronavirus #Corona #SupremeCourtofIndia #vaccine https://t.co/5xCi90wOwp",2021-05-18 09:11:18,"protocol,government,counter,epidemic,resources,development,save,people,lives,covid19,covid19indiahelp,covid,coronavirus,corona,supremecourtofindia,vaccine"
Cov & Warwickshire Health & Care Partnership NHS,Coventry and Warwickshire,"The vaccine reduces chances of hospitalisation by 85%.
We'll let you know when your Covid-19 vaccine is ready for you #COVID19 #CovidVaccine #GetVaccinated https://t.co/mfv6EvkbFr",2021-05-18 09:10:24,"covid19,covidvaccine,getvaccinated"
Ian Griggs,London,Big brands join @PHE_uk push for employers to promote COVID-19 vaccine to staff | PR Week https://t.co/dDIuEgZJ7R via @prweekuknews #comms #COVID19,2021-05-18 09:08:29,"comms,covid19"
London Institute of Peace Research,,"#COVID19 : #Vaccine #shortage hits #Kashmir valley amid #rising #cases
  https://t.co/GGc4WJHS3h",2021-05-18 09:08:22,"covid19,vaccine,shortage,kashmir,rising,cases"
Antonio Iodice,,"💉 Vaccine tracker Covid-19: Share of Injection by region and Janssen in Italy 🇮🇹, up-to-date #vaccini #Janssen #J&amp;J #COVID19 https://t.co/MQtQDOFeY7",2021-05-18 09:06:22,"vaccini,janssen,j,covid19"
Antonio Iodice,,"💉 Vaccine tracker Covid-19: Share of Injection by region and Pfizer/BioNTech in Italy 🇮🇹, up-to-date #vaccini #Pfizer #COVID19 https://t.co/TXm4dYq8Zp",2021-05-18 09:06:15,"vaccini,pfizer,covid19"
Antonio Iodice,,"💉 Vaccine tracker Covid-19: Share of Injection by region and Moderna in Italy 🇮🇹, up-to-date #vaccini #Moderna #COVID19 https://t.co/XSaB5Wai0A",2021-05-18 09:06:08,"vaccini,moderna,covid19"
Antonio Iodice,,"💉 Vaccine tracker Covid-19: Share of Injection by region and AstraZeneca in Italy 🇮🇹, up-to-date #vaccini #AstraZeneca #COVID19 https://t.co/dxcTHNOHGu",2021-05-18 09:06:01,"vaccini,astrazeneca,covid19"
Marg Pekin #IstandwithDan 🦁❤️💙💛🦁,"Melbourne, Victoria, Australia","And Min Littlejohn says that's OK?
COVID-19 vaccine rollout in disability residential accommodation sits at 4pc, as comments labelled 'cruel' 
https://t.co/xJm8FVj9o4",2021-05-18 09:06:01,
Φωτεινή,,"@olympiada #COVID19 Is a #Vascular Disease: #Coronavirus’ Spike Protein Attacks Vascular System on a Cellular Level

https://t.co/OS3FFPiikJ

#κορωνοιος #AstraZeneca #ΑστραΖενεκα #Εμβολιο #εμβολια #εμβολιασμος #ΕΜΒΟΛΙΑΣΜΟΙ #COVIDIOTS #Pfizer #Moderna #JohnsonAndJohnson #vaccination #vaccine",2021-05-18 09:05:56,"covid19,vascular,coronavirus,κορωνοιος,astrazeneca,αστραζενεκα,εμβολιο,εμβολια,εμβολιασμος,εμβολιασμοι,covidiots,pfizer,moderna,johnsonandjohnson,vaccination,vaccine"
Antonio Iodice,,"💉 🇮🇹 Vaccine tracker Covid-19: Prediction of Injection and Total in Italy 🇮🇹, up-to-date #vaccini #vaccine #COVID19 https://t.co/4RVtYa6MKP",2021-05-18 09:05:52,"vaccini,vaccine,covid19"
Antonio Iodice,,"🇮🇹 💉 Covid-19: Positive and Injection in Italy, up-to-date #vaccino #vaccine #COVID19 https://t.co/KRu1oWZgpT",2021-05-18 09:05:45,"vaccino,vaccine,covid19"
Antonio Iodice,,"🇮🇹 💉 Covid-19 vaccine used by supplier in Italy, up-to-date #vaccini #COVID19 https://t.co/t5Iayf1ILi",2021-05-18 09:05:36,"vaccini,covid19"
WEF Context,"Ginevra, Svizzera",COVID-19: What you need to know about the coronavirus pandemic on 18 May: Top stories: WHO chief calls on COVID-19 vaccine makers to advance doses for COVAX; Italy eases restrictions; Confirmed COVID-19 cases in India pass 25 million. https://t.co/cobyXFWxj0 https://t.co/vtsURQZhnk,2021-05-18 09:01:05,
iCliniq,"Coimbatore, India","New vaccines and medicines under trial to prevent and treat COVID-19

Read more »» https://t.co/0BDsQGdDHY

#covid19 #prevention #treatment #vaccine #icliniq https://t.co/k8EeW0sBou",2021-05-18 09:00:52,"covid19,prevention,treatment,vaccine,icliniq"
Kuwait Times,Kuwait,"Health workers in Kuwait have administered COVID-19 vaccine shots to 29,979 people on Monday.
#MOH #KuwaitVaccination #Vaccine
#KuwaitTimes #KuwaitNews #Kuwait #Covid19 #coronavirus #pandemic https://t.co/jChvbo1JQZ",2021-05-18 09:00:18,"moh,kuwaitvaccination,vaccine,kuwaittimes,kuwaitnews,kuwait,covid19,coronavirus,pandemic"
